location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
1820,HOUSE,HOUSE,450000,3,190,1,0,0,1,100,0,,358,3,0,GOOD
8670,HOUSE,VILLA,749000,3,260,0,0,0,1,,1,,533,,0,
3010,APARTMENT,APARTMENT,295000,2,70,1,0,0,0,,0,,,2,0,GOOD
1040,APARTMENT,PENTHOUSE,980000,3,154,1,0,0,1,19,0,,,2,0,JUST_RENOVATED
1180,APARTMENT,APARTMENT,495000,3,110,1,0,0,1,8,0,,,2,0,AS_NEW
1080,APARTMENT,APARTMENT,235000,2,93,1,1,0,1,4,0,,,2,0,GOOD
1800,HOUSE,HOUSE,349000,5,175,1,0,0,1,,0,,202,2,0,GOOD
1410,HOUSE,VILLA,1495000,5,500,1,0,1,1,60,1,1000,1000,4,1,AS_NEW
4020,HOUSE,HOUSE,115000,4,105,1,0,0,0,,0,,0,,0,TO_RENOVATE
1000,APARTMENT,APARTMENT,366000,1,70,1,0,0,1,12,0,,,2,0,
7141,HOUSE,HOUSE,100000,2,140,1,0,0,1,,0,,713,,0,TO_RENOVATE
6840,APARTMENT,APARTMENT,207500,3,145,1,0,0,1,6,0,,,3,0,
3380,HOUSE,HOUSE,299000,3,305,1,0,0,1,40,1,1200,1440,4,0,TO_RENOVATE
4040,HOUSE,HOUSE,239000,5,230,1,0,0,1,30,1,180,473,3,0,TO_BE_DONE_UP
4500,APARTMENT,APARTMENT,199000,2,140,1,0,0,1,,0,,,2,0,GOOD
7866,HOUSE,VILLA,285000,3,184,1,0,1,1,40,1,1194,1194,4,0,AS_NEW
8800,HOUSE,HOUSE,289900,3,158,0,0,0,1,,1,,140,,0,JUST_RENOVATED
9506,HOUSE,COUNTRY_COTTAGE,535000,6,220,1,1,0,1,150,0,,1730,3,0,TO_BE_DONE_UP
8400,APARTMENT,APARTMENT,1149000,2,159,1,0,0,1,120,0,,,3,1,AS_NEW
3960,APARTMENT,APARTMENT,275000,2,80,1,0,0,1,,0,,,2,0,AS_NEW
1500,HOUSE,HOUSE,235000,2,102,0,0,0,0,,0,,584,3,0,
4400,HOUSE,HOUSE,380000,4,236,1,0,0,1,40,0,,333,4,0,AS_NEW
1040,APARTMENT,APARTMENT,790000,3,232,1,0,0,1,6,0,,,2,0,GOOD
9000,APARTMENT,PENTHOUSE,695000,2,118,1,0,0,1,,0,,,,0,AS_NEW
1060,APARTMENT,APARTMENT,285000,1,60,1,0,0,0,,0,,,2,0,JUST_RENOVATED
8490,HOUSE,VILLA,369000,2,,1,0,1,0,,0,,1312,3,0,GOOD
1400,APARTMENT,APARTMENT,175000,2,76,1,0,0,1,13,0,,,2,0,GOOD
1180,APARTMENT,APARTMENT,785000,4,210,1,0,0,1,16,0,,,2,0,AS_NEW
1180,HOUSE,MANSION,2290000,7,540,1,0,0,1,,1,110,236,2,0,GOOD
1701,HOUSE,MIXED_USE_BUILDING,275000,3,104,0,0,0,0,,0,,0,,0,
3640,HOUSE,MIXED_USE_BUILDING,299000,4,327,1,0,0,1,,0,,401,4,0,GOOD
1190,APARTMENT,APARTMENT,345000,2,111,1,0,0,0,,0,,,2,0,GOOD
1640,HOUSE,VILLA,795000,5,310,1,0,1,1,30,1,900,1234,4,0,GOOD
3668,HOUSE,HOUSE,170000,3,,0,0,0,0,,0,,1001,4,0,GOOD
8370,APARTMENT,DUPLEX,355000,2,86,0,0,0,1,,0,,,2,0,
1800,APARTMENT,APARTMENT,279000,2,105,1,0,0,1,,0,,,,0,AS_NEW
1060,APARTMENT,APARTMENT,309000,1,67,1,0,0,0,,0,,,,0,AS_NEW
8300,APARTMENT,APARTMENT,800000,3,110,0,0,0,1,,0,,,,0,AS_NEW
9700,HOUSE,HOUSE,399000,3,266,1,0,0,0,,1,,1320,4,0,TO_BE_DONE_UP
1970,APARTMENT,GROUND_FLOOR,399000,2,113,1,0,0,1,13,1,64,,2,0,AS_NEW
2400,APARTMENT,APARTMENT,179000,1,74,1,0,0,1,9,1,,,4,0,
1180,APARTMENT,APARTMENT,175000,1,45,0,0,0,0,,0,,,2,0,TO_BE_DONE_UP
1800,APARTMENT,APARTMENT,185000,2,80,1,0,0,0,,0,,,2,0,GOOD
4801,HOUSE,HOUSE,139000,3,105,1,0,0,1,16,0,,0,2,0,TO_BE_DONE_UP
4100,APARTMENT,APARTMENT,262470,2,100,0,0,0,1,9,0,,,,0,
7910,HOUSE,COUNTRY_COTTAGE,695000,5,400,1,0,0,1,,0,,5250,4,0,AS_NEW
7050,APARTMENT,APARTMENT,195215,2,,0,0,0,1,38,0,,,4,0,AS_NEW
1700,HOUSE,HOUSE,449000,3,172,1,0,0,1,,0,,787,4,0,GOOD
9200,HOUSE,HOUSE,229000,3,159,0,0,0,0,,1,,160,2,0,TO_BE_DONE_UP
2880,HOUSE,HOUSE,150000,3,146,0,0,0,0,,0,,174,2,0,TO_RENOVATE
9900,APARTMENT,GROUND_FLOOR,199000,1,76,1,0,0,1,16,1,190,,3,0,AS_NEW
1120,APARTMENT,APARTMENT,273902,2,107,1,0,0,1,8,0,,,3,0,
1200,APARTMENT,APARTMENT,895000,4,200,1,0,0,1,35,1,415,,4,0,GOOD
8820,APARTMENT,APARTMENT,134000,1,50,1,0,0,0,,1,,,,0,AS_NEW
8300,APARTMENT,APARTMENT,465000,2,66,1,0,0,1,,0,,,2,0,JUST_RENOVATED
1000,APARTMENT,DUPLEX,975000,2,180,1,0,0,1,60,0,,,2,0,
9700,APARTMENT,LOFT,435000,3,215,1,0,0,1,20,1,,,,0,GOOD
8300,APARTMENT,APARTMENT,400000,1,,0,0,0,0,,0,,,,0,
1160,HOUSE,HOUSE,665000,4,155,1,0,0,1,12,1,40,125,2,0,JUST_RENOVATED
4470,HOUSE,VILLA,185803,2,120,0,0,0,1,,1,150,331,4,0,AS_NEW
8500,APARTMENT,APARTMENT,230000,1,106,1,0,0,1,12,0,,,3,0,AS_NEW
3581,APARTMENT,DUPLEX,259000,2,142,1,0,0,1,14,0,,,2,0,GOOD
9620,APARTMENT,APARTMENT,139000,1,55,1,0,0,0,,0,,,2,0,GOOD
9300,APARTMENT,APARTMENT,149000,1,64,0,0,0,0,,0,,,,0,AS_NEW
7782,HOUSE,HOUSE,159000,2,133,1,0,0,0,,1,450,789,,0,
1500,HOUSE,HOUSE,990000,4,254,1,0,0,1,,0,,3615,4,0,GOOD
2018,APARTMENT,APARTMENT,495000,3,165,1,0,1,0,,0,,,2,0,GOOD
2100,APARTMENT,APARTMENT,265000,2,,1,0,0,1,,0,,,2,0,
1340,HOUSE,HOUSE,320000,3,167,1,0,1,0,,1,600,600,4,0,TO_BE_DONE_UP
9620,HOUSE,FARMHOUSE,450000,3,100,0,0,0,0,,0,,4838,,0,
4000,HOUSE,HOUSE,390000,3,150,1,0,0,1,50,1,100,345,3,0,GOOD
4500,APARTMENT,APARTMENT,204000,2,87,0,0,0,1,5,0,,,2,0,
1020,HOUSE,HOUSE,450000,4,172,1,0,0,0,,0,,146,2,0,TO_BE_DONE_UP
1428,APARTMENT,APARTMENT,275000,2,80,1,0,0,1,5,0,,,4,0,GOOD
1150,APARTMENT,APARTMENT,780000,2,113,1,0,0,1,8,0,,,2,0,AS_NEW
1060,HOUSE,HOUSE,950000,3,250,1,0,0,1,45,0,,0,2,0,GOOD
9100,HOUSE,HOUSE,105000,4,,0,0,0,0,,0,,222,,0,
7390,HOUSE,HOUSE,100000,2,145,1,0,0,0,,0,,80,2,0,TO_BE_DONE_UP
7300,HOUSE,VILLA,465000,4,280,1,0,0,1,40,1,900,1155,4,1,GOOD
8400,HOUSE,HOUSE,349000,3,167,1,0,0,1,,1,,142,,0,GOOD
6000,HOUSE,APARTMENT_BLOCK,525000,2,145,0,0,0,0,,0,,76,2,0,TO_BE_DONE_UP
8300,APARTMENT,PENTHOUSE,2950000,4,200,1,0,0,1,,0,,,2,0,AS_NEW
6700,APARTMENT,APARTMENT,199000,2,,1,0,0,0,,0,,,,0,GOOD
1040,APARTMENT,GROUND_FLOOR,520000,3,133,1,0,0,1,20,1,115,,2,0,
4000,APARTMENT,APARTMENT,295000,2,120,1,0,0,1,,0,,,2,0,GOOD
7390,HOUSE,HOUSE,119000,2,110,1,0,1,1,26,1,245,335,3,0,GOOD
2627,HOUSE,HOUSE,349000,3,180,1,0,0,1,,1,71,175,2,0,
6700,HOUSE,HOUSE,450000,4,144,1,0,0,0,,0,,4030,4,0,TO_RENOVATE
7830,HOUSE,HOUSE,249000,3,144,1,0,0,1,24,1,,638,3,0,GOOD
7100,HOUSE,HOUSE,179000,3,170,0,0,0,1,,0,,0,3,0,TO_RENOVATE
9200,HOUSE,HOUSE,435000,3,197,1,0,0,1,,0,,379,3,0,AS_NEW
2830,HOUSE,HOUSE,292600,3,147,0,0,0,1,25,1,,303,3,0,
9600,HOUSE,HOUSE,275000,3,135,1,0,0,0,,1,,523,3,0,
7140,HOUSE,HOUSE,180000,3,296,1,0,1,1,,0,,210,3,0,GOOD
5060,HOUSE,MIXED_USE_BUILDING,299000,3,280,1,0,0,0,,1,215,411,4,0,JUST_RENOVATED
6183,HOUSE,HOUSE,59900,2,90,1,0,0,1,20,0,,195,2,0,TO_RENOVATE
4590,APARTMENT,APARTMENT,235000,2,100,1,1,0,1,20,1,70,,2,0,GOOD
3010,APARTMENT,DUPLEX,299000,2,116,1,0,0,1,13,0,,,2,0,GOOD
1000,APARTMENT,APARTMENT,310000,2,105,1,0,0,0,,0,,,2,0,GOOD
9000,HOUSE,HOUSE,775000,2,124,1,0,0,0,,0,,89,,0,
2970,HOUSE,VILLA,1590000,0,350,0,0,0,1,100,1,2000,2400,4,1,AS_NEW
9500,HOUSE,HOUSE,285000,4,203,1,0,0,1,,1,40,133,2,0,JUST_RENOVATED
3000,APARTMENT,APARTMENT,275000,2,75,1,0,0,1,18,0,,,2,0,GOOD
6200,HOUSE,HOUSE,160000,2,150,1,0,0,1,,0,,330,3,0,GOOD
1040,APARTMENT,APARTMENT,1075000,3,173,1,0,0,1,14,0,,,2,0,JUST_RENOVATED
4040,HOUSE,APARTMENT_BLOCK,239000,5,230,1,0,0,1,30,1,180,473,3,0,TO_BE_DONE_UP
5377,HOUSE,HOUSE,539000,5,362,1,0,0,1,40,1,2043,2200,4,1,GOOD
1180,APARTMENT,PENTHOUSE,1990000,3,,1,0,0,1,169,0,,,3,0,AS_NEW
2940,APARTMENT,DUPLEX,289000,2,130,1,0,0,0,,0,,,2,0,AS_NEW
8370,APARTMENT,APARTMENT,235000,2,89,1,1,0,0,,0,,,2,0,GOOD
1150,APARTMENT,PENTHOUSE,975000,2,161,1,0,0,1,60,0,,,3,0,AS_NEW
4000,HOUSE,APARTMENT_BLOCK,299000,3,227,1,0,0,1,,0,,0,2,0,TO_BE_DONE_UP
8970,APARTMENT,APARTMENT,215000,2,95,1,0,0,1,22,0,,,,0,AS_NEW
4357,HOUSE,HOUSE,239000,3,134,1,0,0,1,,1,100,420,,0,GOOD
1180,APARTMENT,APARTMENT,785000,3,180,1,0,1,1,25,1,2000,,2,0,AS_NEW
5640,HOUSE,HOUSE,275000,4,200,0,0,0,0,,0,,735,4,0,JUST_RENOVATED
9900,HOUSE,HOUSE,289000,3,208,0,0,0,0,,0,,344,2,0,GOOD
1180,HOUSE,VILLA,2495000,5,425,1,0,0,1,64,1,1667,1667,4,0,AS_NEW
1435,APARTMENT,APARTMENT,347500,2,112,1,0,0,1,27,0,,,,0,GOOD
1170,APARTMENT,APARTMENT,200000,2,,1,0,0,1,,0,,,,0,
1050,APARTMENT,PENTHOUSE,799000,3,164,1,0,0,1,20,0,,,,0,AS_NEW
9032,APARTMENT,PENTHOUSE,315000,1,80,1,0,0,0,,0,,,,0,AS_NEW
2620,APARTMENT,APARTMENT,198900,1,71,0,0,0,1,,1,131,,,0,
1000,HOUSE,HOUSE,785000,5,250,0,0,1,0,,0,,260,6,0,TO_BE_DONE_UP
8370,APARTMENT,FLAT_STUDIO,198000,0,42,1,1,0,0,,0,,,2,0,GOOD
8370,APARTMENT,DUPLEX,365000,2,79,0,0,0,1,,0,,,2,0,
6820,APARTMENT,APARTMENT,185000,1,78,1,0,0,0,,0,,,3,0,
3110,HOUSE,HOUSE,175000,1,,0,0,0,0,,1,,3058,4,0,
3020,HOUSE,HOUSE,375000,4,290,1,0,0,1,21,0,,1412,3,0,TO_RENOVATE
3080,HOUSE,VILLA,795000,4,300,1,0,1,1,18,0,,790,4,0,AS_NEW
3020,APARTMENT,APARTMENT,279000,2,81,1,1,0,1,,0,,,,0,AS_NEW
8300,APARTMENT,APARTMENT,895000,3,93,1,0,0,1,8,0,,,,0,JUST_RENOVATED
1000,APARTMENT,APARTMENT,890000,4,279,1,0,1,1,,0,,,4,0,GOOD
8620,HOUSE,VILLA,710000,3,152,1,0,0,0,,1,,966,4,0,TO_BE_DONE_UP
5020,HOUSE,HOUSE,150000,3,120,0,0,0,0,,0,,880,4,0,GOOD
8300,APARTMENT,APARTMENT,1350000,3,99,0,0,0,1,,0,,,,0,
4000,APARTMENT,PENTHOUSE,399000,2,126,1,0,0,1,8,0,,,2,0,AS_NEW
1760,HOUSE,HOUSE,449000,3,229,1,0,0,1,,1,150,364,3,0,GOOD
6670,HOUSE,HOUSE,295000,2,183,1,0,0,1,25,1,1700,2220,4,0,AS_NEW
3140,APARTMENT,APARTMENT,429000,3,,1,0,0,1,,0,,,4,0,AS_NEW
4860,HOUSE,HOUSE,143500,3,101,1,0,0,1,35,1,150,233,3,0,GOOD
8400,APARTMENT,APARTMENT,449000,2,125,1,0,0,1,,0,,,,0,AS_NEW
2830,APARTMENT,PENTHOUSE,499000,3,222,1,0,0,1,5,0,,,2,0,GOOD
1160,APARTMENT,GROUND_FLOOR,936000,3,146,1,0,0,1,96,1,278,,,0,AS_NEW
1081,APARTMENT,FLAT_STUDIO,149000,1,40,1,0,0,0,,0,,,2,0,
8430,APARTMENT,FLAT_STUDIO,139900,1,37,1,0,0,0,,0,,,2,0,AS_NEW
8300,APARTMENT,APARTMENT,995000,3,107,1,0,0,1,7,1,,,,0,AS_NEW
8000,APARTMENT,APARTMENT,266225,2,88,0,0,0,1,,1,,,,0,
7130,HOUSE,MIXED_USE_BUILDING,275000,9,,0,0,0,1,,0,,460,2,0,TO_RESTORE
1650,HOUSE,HOUSE,990000,4,254,1,0,0,1,,0,,3615,4,0,GOOD
1000,APARTMENT,APARTMENT,500000,2,90,1,0,0,1,12,0,,,2,0,AS_NEW
4500,APARTMENT,APARTMENT,204000,2,87,0,0,0,1,5,0,,,2,0,
2018,APARTMENT,APARTMENT,269000,1,84,1,0,0,1,2,0,,,,0,
9300,HOUSE,HOUSE,275000,3,150,1,0,0,1,18,1,56,157,2,0,GOOD
8300,APARTMENT,FLAT_STUDIO,295000,0,32,0,0,0,0,,1,,,,0,JUST_RENOVATED
4500,APARTMENT,APARTMENT,259000,2,132,1,0,0,1,8,0,,,,0,AS_NEW
3583,APARTMENT,APARTMENT,192000,1,76,0,0,0,1,24,0,,,,0,AS_NEW
4470,HOUSE,HOUSE,210209,3,145,0,0,0,1,,1,150,331,4,0,AS_NEW
1332,APARTMENT,APARTMENT,525000,3,141,1,0,0,1,20,0,,,3,0,AS_NEW
1332,APARTMENT,GROUND_FLOOR,1100000,4,283,1,0,0,1,63,1,537,,4,0,AS_NEW
1950,HOUSE,EXCEPTIONAL_PROPERTY,1500000,8,1000,1,0,0,1,85,1,2942,2942,4,1,GOOD
9500,HOUSE,HOUSE,465000,4,350,1,0,0,1,,1,1400,17650,4,0,GOOD
1470,HOUSE,HOUSE,320000,4,230,1,0,0,1,,0,,0,3,0,AS_NEW
5100,HOUSE,HOUSE,390000,3,235,1,0,0,1,60,1,827,827,4,0,AS_NEW
2520,HOUSE,HOUSE,649000,4,270,1,0,0,1,1,1,1,440,3,0,AS_NEW
9400,APARTMENT,DUPLEX,267500,2,90,1,0,0,1,6,0,,,2,0,AS_NEW
9300,HOUSE,HOUSE,139000,2,140,0,0,0,0,,0,,110,,0,TO_RENOVATE
6001,HOUSE,HOUSE,60000,2,,0,0,0,0,,0,,0,3,0,TO_RENOVATE
4000,HOUSE,APARTMENT_BLOCK,470000,5,150,1,0,0,1,20,0,,103,2,0,JUST_RENOVATED
9600,HOUSE,HOUSE,100000,3,,0,0,0,0,,0,,232,3,0,
2170,HOUSE,HOUSE,185000,3,,1,0,1,0,,1,27,90,2,0,TO_RENOVATE
4020,HOUSE,MIXED_USE_BUILDING,790000,11,,0,0,0,0,,0,,0,,0,
9032,HOUSE,HOUSE,349900,3,122,1,0,0,0,,0,,297,,0,GOOD
4000,APARTMENT,APARTMENT,199500,3,95,1,0,0,0,,0,,,2,0,AS_NEW
9570,HOUSE,COUNTRY_COTTAGE,269000,5,304,1,0,0,1,,0,,811,4,0,TO_RENOVATE
4100,APARTMENT,APARTMENT,279000,3,115,0,0,0,1,15,0,,,4,0,
1180,APARTMENT,APARTMENT,285000,2,75,1,0,0,1,10,0,,,,0,JUST_RENOVATED
1745,HOUSE,VILLA,515000,3,174,1,0,1,1,20,1,690,842,4,0,AS_NEW
8000,HOUSE,HOUSE,1595000,3,425,0,0,0,0,,0,,295,,0,
1500,HOUSE,MIXED_USE_BUILDING,180000,1,55,0,0,0,0,,0,,0,,0,
9200,HOUSE,HOUSE,239000,3,138,1,0,0,1,14,0,,122,3,0,TO_BE_DONE_UP
1050,APARTMENT,APARTMENT,209000,1,70,0,0,0,1,2,0,,,2,0,
8370,APARTMENT,APARTMENT,295000,2,92,1,0,0,1,,0,,,3,0,GOOD
5580,HOUSE,HOUSE,299000,4,195,1,0,0,1,30,1,600,600,4,0,GOOD
9600,HOUSE,HOUSE,275000,3,135,1,0,0,0,,1,,537,3,0,
2640,HOUSE,HOUSE,397000,3,255,1,0,0,1,20,1,53,158,3,0,GOOD
6560,HOUSE,APARTMENT_BLOCK,190000,3,178,1,1,0,0,,0,,604,,0,TO_BE_DONE_UP
4053,HOUSE,VILLA,475000,4,200,1,0,0,0,,0,,1166,4,0,
9660,HOUSE,HOUSE,349000,3,227,0,0,0,0,,0,,5080,,0,TO_BE_DONE_UP
8800,HOUSE,HOUSE,293000,3,149,0,0,0,0,,0,,351,3,0,AS_NEW
5100,APARTMENT,TRIPLEX,275000,3,125,1,0,0,1,40,0,,,,0,AS_NEW
8370,APARTMENT,APARTMENT,257250,2,84,0,0,0,1,,0,,,,0,
2540,HOUSE,HOUSE,850000,8,420,1,0,0,1,,1,,585,,0,GOOD
3001,HOUSE,EXCEPTIONAL_PROPERTY,1690000,5,350,1,0,0,1,,0,,0,3,1,AS_NEW
1950,HOUSE,HOUSE,585000,3,164,1,0,0,1,1,1,1,185,3,0,AS_NEW
1050,APARTMENT,APARTMENT,385000,2,90,1,0,0,0,,0,,,2,0,
1180,HOUSE,VILLA,2600000,6,430,1,0,0,1,,0,,1425,4,0,GOOD
8301,APARTMENT,GROUND_FLOOR,299000,2,100,1,0,0,1,7,0,,,2,0,TO_RENOVATE
4000,APARTMENT,APARTMENT,787000,2,175,1,1,0,1,11,0,,,2,0,AS_NEW
6791,HOUSE,HOUSE,299000,3,205,0,0,0,1,16,1,100,291,3,0,JUST_RENOVATED
6820,APARTMENT,APARTMENT,199000,2,87,1,0,0,0,,0,,,3,0,
8000,APARTMENT,APARTMENT,335000,3,114,1,0,0,1,,1,,,,0,
4100,APARTMENT,APARTMENT,291000,1,92,1,0,0,1,30,0,,,4,0,
2018,APARTMENT,APARTMENT,269000,1,84,0,0,0,1,2,0,,,,0,
8970,APARTMENT,APARTMENT,220000,2,89,1,0,0,1,20,0,,,,0,AS_NEW
6890,APARTMENT,APARTMENT,174900,2,86,1,0,0,1,7,0,,,,0,AS_NEW
9961,HOUSE,HOUSE,289000,3,240,1,0,0,1,16,0,,150,,0,GOOD
3000,APARTMENT,APARTMENT,499000,2,104,1,0,0,0,,0,,,2,0,
1070,APARTMENT,APARTMENT,595000,3,185,0,0,0,0,,0,,,3,0,
1380,HOUSE,HOUSE,545000,4,180,1,0,0,1,60,1,250,710,2,0,GOOD
8530,APARTMENT,APARTMENT,235000,2,88,1,0,0,1,7,0,,,,0,
6183,HOUSE,EXCEPTIONAL_PROPERTY,275000,3,400,1,0,0,1,,0,,793,2,0,TO_RENOVATE
8000,HOUSE,MANSION,975000,4,346,0,0,0,1,,0,,230,2,0,AS_NEW
1160,APARTMENT,PENTHOUSE,275000,2,75,1,0,0,1,35,0,,,,0,TO_BE_DONE_UP
1080,HOUSE,HOUSE,245000,4,153,1,0,0,0,,0,,189,2,0,TO_BE_DONE_UP
2000,APARTMENT,APARTMENT,350000,2,110,1,0,0,1,,0,,,2,0,AS_NEW
4430,APARTMENT,APARTMENT,214000,2,119,1,0,0,1,13,0,,,,0,
1180,APARTMENT,APARTMENT,820000,2,190,0,0,0,1,40,1,10000,,3,0,GOOD
8370,APARTMENT,DUPLEX,385000,2,96,0,0,0,1,,0,,,2,0,
9000,APARTMENT,APARTMENT,279000,2,80,1,0,0,0,,0,,,2,0,
8570,HOUSE,HOUSE,320000,3,160,1,0,0,1,65,1,500,694,4,0,GOOD
1180,APARTMENT,PENTHOUSE,1090000,5,300,0,0,1,1,25,0,,,4,0,GOOD
2223,HOUSE,EXCEPTIONAL_PROPERTY,725000,9,580,1,0,1,0,,1,,3311,4,0,AS_NEW
6061,HOUSE,HOUSE,150000,3,,1,0,0,1,,1,150,240,2,0,TO_BE_DONE_UP
6460,HOUSE,VILLA,375000,7,419,1,0,1,0,,1,700,1070,4,0,
8300,APARTMENT,APARTMENT,1395000,3,99,0,0,0,1,,0,,,,0,
9200,HOUSE,HOUSE,419000,4,218,1,0,0,0,,1,,625,3,0,GOOD
8301,APARTMENT,APARTMENT,1025000,2,70,0,0,0,0,,0,,,,0,AS_NEW
1150,APARTMENT,APARTMENT,410000,2,112,1,0,0,1,8,0,,,2,0,AS_NEW
5190,HOUSE,HOUSE,148000,2,79,1,0,0,0,,1,75,125,4,0,GOOD
1050,APARTMENT,PENTHOUSE,580000,3,115,1,0,0,1,16,0,,,2,0,AS_NEW
1030,APARTMENT,FLAT_STUDIO,150000,0,33,1,0,0,0,,0,,,2,0,AS_NEW
1050,APARTMENT,APARTMENT,565000,2,130,1,0,0,1,35,0,,,2,0,AS_NEW
9400,HOUSE,HOUSE,275000,5,174,1,0,0,0,,0,,280,2,0,GOOD
8300,APARTMENT,APARTMENT,475000,2,71,1,0,0,1,,0,,,,0,GOOD
8301,APARTMENT,APARTMENT,165000,1,51,0,0,0,0,,0,,,2,0,GOOD
1933,APARTMENT,GROUND_FLOOR,995000,3,189,1,0,0,1,18,1,151,,2,0,AS_NEW
9506,APARTMENT,FLAT_STUDIO,65000,2,44,0,0,0,0,,0,,,4,0,GOOD
6900,HOUSE,HOUSE,449000,4,241,1,0,0,1,24,1,283,399,3,0,AS_NEW
6900,APARTMENT,APARTMENT,209000,2,123,1,0,0,1,9,1,,,3,0,
1180,APARTMENT,APARTMENT,500000,3,150,1,0,0,1,30,0,,,2,0,AS_NEW
1700,HOUSE,VILLA,1150000,6,360,1,0,0,1,,1,2700,2767,4,0,AS_NEW
6061,HOUSE,HOUSE,139000,2,125,1,0,0,1,12,0,,170,3,0,GOOD
9660,APARTMENT,APARTMENT,235000,2,,1,0,0,1,7,1,,,2,0,AS_NEW
4470,HOUSE,VILLA,210209,3,145,0,0,0,1,,1,150,331,4,0,AS_NEW
8000,HOUSE,MANSION,467000,5,,1,0,0,1,31,0,,170,4,0,
8370,APARTMENT,APARTMENT,259000,2,97,1,0,0,0,,1,,,2,0,GOOD
6110,HOUSE,HOUSE,148000,2,130,0,0,0,0,,1,40,129,4,0,
9900,HOUSE,HOUSE,870000,2,,1,0,0,0,,0,,449,,0,JUST_RENOVATED
9840,HOUSE,HOUSE,550000,5,184,1,0,0,0,,0,,400,3,0,GOOD
8020,APARTMENT,APARTMENT,269000,2,102,1,0,0,1,9,1,,,,0,
4300,APARTMENT,APARTMENT,165000,2,77,1,1,0,1,20,0,,,3,0,GOOD
4000,HOUSE,MANSION,399000,4,325,1,0,0,1,9,0,,130,2,0,GOOD
1325,HOUSE,VILLA,250000,5,185,0,0,0,1,,1,733,733,4,0,TO_RENOVATE
4100,APARTMENT,APARTMENT,279000,3,115,0,0,0,1,15,0,,,4,0,
9240,APARTMENT,APARTMENT,365000,2,125,1,0,0,0,,1,,,2,0,AS_NEW
3012,HOUSE,HOUSE,105000,2,,0,0,0,0,,0,,128,3,0,TO_BE_DONE_UP
1420,HOUSE,HOUSE,350000,3,147,1,0,0,1,,0,,188,,0,GOOD
1150,APARTMENT,TRIPLEX,1395000,4,285,1,0,0,1,68,0,,,2,0,AS_NEW
4032,HOUSE,HOUSE,185000,3,100,1,0,0,1,10,1,25,90,2,0,AS_NEW
1000,HOUSE,APARTMENT_BLOCK,1975000,10,716,1,1,0,1,15,0,,0,2,0,AS_NEW
7830,HOUSE,VILLA,180000,3,,0,0,0,1,,0,,1176,4,0,TO_RENOVATE
6032,HOUSE,HOUSE,65000,5,,0,0,0,0,,0,,426,3,0,
9031,HOUSE,HOUSE,320000,3,145,0,0,0,0,,0,,1147,,0,TO_RENOVATE
3270,HOUSE,HOUSE,299800,3,144,1,0,0,1,20,1,50,183,3,0,JUST_RENOVATED
1140,APARTMENT,APARTMENT,200000,1,61,1,0,0,1,10,1,35,,,0,AS_NEW
9340,APARTMENT,APARTMENT,213000,2,89,0,0,0,1,10,0,,,,0,
8530,HOUSE,HOUSE,259000,2,190,1,0,0,1,,0,,290,3,0,
4400,APARTMENT,APARTMENT,198792,2,75,0,0,0,1,14,1,94,,,0,AS_NEW
2830,HOUSE,HOUSE,296450,3,147,0,0,0,1,25,1,,302,3,0,
1030,APARTMENT,APARTMENT,790000,3,232,1,0,0,0,,0,,,3,0,AS_NEW
8450,APARTMENT,APARTMENT,285000,2,73,1,0,0,1,7,1,,,,0,
1090,APARTMENT,APARTMENT,298000,2,99,1,0,0,1,6,1,,,1,0,AS_NEW
1390,HOUSE,HOUSE,474000,5,192,1,0,0,1,20,1,1200,1680,4,0,GOOD
6560,HOUSE,HOUSE,190000,3,178,1,1,0,0,,0,,604,,0,TO_BE_DONE_UP
1070,APARTMENT,APARTMENT,298000,2,108,1,0,0,0,,0,,,2,0,AS_NEW
9200,HOUSE,VILLA,875000,4,315,1,0,0,1,50,1,,1164,4,1,GOOD
1400,HOUSE,VILLA,480000,3,230,1,0,0,1,,0,,4000,4,0,
2018,HOUSE,APARTMENT_BLOCK,350000,3,105,1,0,0,0,,0,,40,2,0,AS_NEW
9200,APARTMENT,APARTMENT,299000,2,97,1,0,0,1,8,0,,,2,0,
4000,APARTMENT,DUPLEX,360000,2,119,0,0,0,1,14,0,,,,0,AS_NEW
1440,HOUSE,VILLA,345000,3,122,1,0,0,1,,0,,702,,0,GOOD
6840,APARTMENT,APARTMENT,179900,2,80,1,0,0,1,6,0,,,4,0,
9600,HOUSE,HOUSE,275000,3,207,1,0,0,1,,1,,619,3,0,
3000,APARTMENT,DUPLEX,359000,1,71,0,0,0,1,,1,,,,0,AS_NEW
1700,HOUSE,VILLA,549000,3,208,1,0,0,0,,1,,1696,,0,AS_NEW
1341,HOUSE,HOUSE,350000,3,145,1,0,1,1,20,1,90,285,4,0,GOOD
8300,APARTMENT,APARTMENT,735000,2,70,1,1,0,0,,0,,,2,0,AS_NEW
9600,HOUSE,HOUSE,275000,3,135,1,0,0,0,,1,,537,3,0,
1060,APARTMENT,APARTMENT,485000,3,105,1,0,0,1,6,0,,,2,0,
1703,HOUSE,HOUSE,245000,2,206,1,0,0,1,,0,,860,3,0,TO_BE_DONE_UP
